,name,price,bookmark,happy,sad,food_type,location,Num_review,highlight,num_branch,num_seat,pay_list,other_facility,path,taste,decor,service,hygiene,value,overall,rank,district,happy_vs_sad,price_int,highlight_int,num_payment,num_facility,mins_walk,Guangdong,Hong Kong Style,International,Japanese,Taiwan,Western,HK,KL,NT,payme,alipay,apple pay,openrice pay,visa,wechat,10% Service Charge,Alcoholic Drinks,Delivery,Parking,rank10,rank3,rank_foodtype,$101-200,$201-400,$401-800,$51-100,Above $801,Below $50,Central,Kowloon Bay,North Point,Tsim Sha Tsui,Tsuen Wan,Yau Ma Tei,Yuen Long,happy_scale,sad_scale,Num_review_scale,Num_review_scale,num_branch_scale,num_seat_scale,num_payment_scale,num_facility_scale
126,Ele Tea 象茶,Below $50,402,16,1,Taiwan,Yau Ma Tei,23,0,5.0,30.0,"['Alipay', 'Cash', 'Octopus', 'WeChat Pay']",['0'],"1-min walk from Exit C, Yau Ma Tei MTR Station",4.0,3.0,4.0,4.0,4.0,19.0,0,KL,16.0,25,0,4.0,1.0,1.0,0,0,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0106913756236635,0.0066666666666666,0.0133901399878271,0.0133901399878271,0.043859649122807015,0.028056112224448898,0.21428571428571427,0.0
127,Hatoma Izakaya 鳩間屋,$201-400,402,30,0,Japanese,Yuen Long,30,0,1.0,30.0,"['Visa', 'Master', 'AlipayHK', 'Cash', 'UnionPay', 'WeChat Pay', 'FPS', ' PAYME']","['Online Reservation', 'Wi-Fi', 'Alcoholic Drinks', 'May Bring Your Own Wine', 'Reward Dining Points', '10% Service Charge', 'TV Broadcast']","10-min walk from Exit B1, Long Ping MTR Station",4.0,4.0,4.0,4.0,4.0,20.0,0,NT,30.0,300,0,8.0,7.0,10.0,0,0,0,1,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0206699928724162,0.0,0.017650639074863,0.017650639074863,0.008771929824561403,0.028056112224448898,0.5,0.375
128,Yu Mai (Amoy Plaza) 魚米 (淘大商場),$51-100,415,10,0,Hong Kong Style,Kowloon Bay,29,0,23.0,40.0,"['Cash', 'OpenRice Pay']",['0'],"11-min walk from Exit A, Kowloon Bay MTR Station",3.0,3.0,3.0,3.0,3.0,15.0,0,KL,10.0,75,0,2.0,1.0,11.0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0064148253741981,0.0,0.0170419963481436,0.0170419963481436,0.20175438596491227,0.038076152304609215,0.07142857142857142,0.0
129,RUD燒肉 (淘大花園),$51-100,418,3,0,Japanese,Kowloon Bay,5,0,8.0,40.0,['Cash'],['0'],"Exit B, Kowloon Bay MTR Station",3.0,4.0,4.0,4.0,4.0,19.0,0,KL,3.0,75,0,1.0,1.0,5.0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0014255167498218,0.0,0.0024345709068776,0.0024345709068776,0.07017543859649122,0.038076152304609215,0.0,0.0
130,牛壹台食x可可豬外賣專門店,Below $50,419,12,1,International,Kowloon Bay,14,0,0.0,30.0,,,,3.0,3.0,3.0,3.0,3.0,15.0,0,KL,12.0,25,0,2.0,3.0,5.0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0078403421240199,0.0066666666666666,0.0079123554473524,0.0079123554473524,0.0,0.028056112224448898,0.07142857142857142,0.125
131,Marsino (Amoy Plaza) 嫲孫樂 (淘大商場),Below $50,422,8,2,Taiwan,Kowloon Bay,19,0,2.0,30.0,['0'],['0'],"Exit B, Kowloon Bay MTR Station",3.0,3.0,3.0,3.0,3.0,15.0,0,KL,4.0,25,0,1.0,1.0,5.0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0049893086243763,0.0133333333333333,0.0109555690809494,0.0109555690809494,0.017543859649122806,0.028056112224448898,0.0,0.0
132,富怡粉麵中西美食餐廳,Below $50,424,16,4,Hong Kong Style,Kowloon Bay,27,0,1.0,30.0,['Cash'],['0'],"11-min walk from Exit B, Kowloon Bay MTR Station",3.0,2.0,2.0,2.0,3.0,12.0,0,KL,4.0,25,0,1.0,1.0,11.0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0106913756236635,0.0266666666666666,0.0158247108947048,0.0158247108947048,0.008771929824561403,0.028056112224448898,0.0,0.0
133,As Cafe,$51-100,429,7,0,Western,Kowloon Bay,14,0,0.0,40.0,,,,4.0,4.0,3.0,4.0,3.0,17.5,0,KL,7.0,75,0,4.0,5.0,5.0,0,0,0,0,0,1,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0042765502494654,0.0,0.0079123554473524,0.0079123554473524,0.0,0.038076152304609215,0.21428571428571427,0.25
134,As Fire As Tea 如火如茶,Below $50,435,16,0,Hong Kong Style,North Point,23,0,1.0,30.0,"['Cash', 'Octopus', 'payme']","['Wi-Fi', 'Alcoholic Drinks', 'May Bring Your Own Wine', 'Delivery', '10% Service Charge']","7-min walk from Exit B, Fortress Hill MTR Station",4.0,4.0,4.0,4.0,4.0,20.0,0,HK,16.0,25,0,3.0,5.0,7.0,0,1,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0106913756236635,0.0,0.0133901399878271,0.0133901399878271,0.008771929824561403,0.028056112224448898,0.14285714285714285,0.25
135,Housewifey 北角煮飯仔,Below $50,444,28,1,Hong Kong Style,North Point,30,0,1.0,30.0,['Cash'],['0'],"2-min walk from Exit A4, North Point MTR Station; 北角站A4出口",4.0,3.0,4.0,4.0,4.0,19.0,0,HK,28.0,25,0,1.0,1.0,2.0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0192444761225944,0.0066666666666666,0.017650639074863,0.017650639074863,0.008771929824561403,0.028056112224448898,0.0,0.0
136,Planet Foody Prime,$101-200,457,7,0,Western,North Point,8,0,5.0,18.0,"['Visa', 'AlipayHK', 'Alipay', 'Octopus', 'WeChat Pay']","['Wi-Fi', 'Alcoholic Drinks', 'May Bring Your Own Wine', 'Delivery', '10% Service Charge']","7-min walk from Exit A, Fortress Hill MTR Station",4.0,4.0,4.0,4.0,4.0,20.0,0,HK,7.0,150,0,5.0,5.0,7.0,0,0,0,0,0,1,1,0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0042765502494654,0.0,0.0042604990870359,0.0042604990870359,0.043859649122807015,0.01603206412825651,0.2857142857142857,0.25
137,Kung Fu Tea (Kai Yin House) 手作功夫茶 (啓賢樓),Below $50,462,3,0,Taiwan,Kowloon Bay,7,0,0.0,30.0,,,,3.0,3.0,3.0,3.0,3.0,15.0,0,KL,3.0,25,0,2.0,3.0,5.0,0,0,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0014255167498218,0.0,0.0036518563603164,0.0036518563603164,0.0,0.028056112224448898,0.07142857142857142,0.125
138,Kyouraku 饗樂町,$51-100,464,5,4,Japanese,Yau Ma Tei,19,0,2.0,40.0,['0'],['0'],"1-min walk from Exit A2, Yau Ma Tei MTR Station",3.0,3.0,3.0,3.0,3.0,15.0,0,KL,1.25,75,0,1.0,1.0,1.0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0028510334996436,0.0266666666666666,0.0109555690809494,0.0109555690809494,0.017543859649122806,0.038076152304609215,0.0,0.0
139,Chung Kee Congee (Arthur Street) 忠記粥品 (鴉打街),Below $50,466,6,4,Hong Kong Style,Yau Ma Tei,30,0,7.0,45.0,"['AlipayHK', 'Alipay', 'Cash', 'WeChat Pay']","['Wi-Fi', 'Alcoholic Drinks', 'May Bring Your Own Wine', 'Phone Reservation', 'Delivery', '10% Service Charge', 'Spot payment']","1-min walk from Exit C, Yau Ma Tei MTR Station",3.0,3.0,3.0,3.0,3.0,15.0,0,KL,1.5,25,0,4.0,7.0,1.0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0035637918745545,0.0266666666666666,0.017650639074863,0.017650639074863,0.06140350877192982,0.04308617234468937,0.21428571428571427,0.375
140,Siu Mei Lou Si (Tai Ha Street) 燒味滷師 (大廈街),Below $50,469,98,0,Hong Kong Style,Tsuen Wan,104,0,7.0,30.0,"['Cash', 'Octopus']","['Wi-Fi', 'Alcoholic Drinks', 'May Bring Your Own Wine', 'Delivery', '10% Service Charge']","5-min walk from Exit B, Tai Wo Hau MTR Station",4.0,4.0,4.0,4.0,4.0,20.0,0,NT,98.0,25,0,2.0,5.0,5.0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0691375623663578,0.0,0.0626902008520998,0.0626902008520998,0.06140350877192982,0.028056112224448898,0.07142857142857142,0.25
141,蛇王新,$51-100,472,3,0,Guangdong,Yau Ma Tei,9,0,1.0,40.0,"['AlipayHK', 'Alipay', 'Cash']",['0'],"3-min walk from Exit C, Yau Ma Tei MTR Station",4.0,2.0,3.0,3.0,3.0,15.0,0,KL,3.0,75,0,3.0,1.0,3.0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0014255167498218,0.0,0.0048691418137553,0.0048691418137553,0.008771929824561403,0.038076152304609215,0.14285714285714285,0.0
142,Xi Chuan 囍串,$101-200,475,29,0,Hong Kong Style,Yuen Long,38,0,0.0,56.0,,,,4.0,4.0,4.0,4.0,3.0,18.0,0,NT,29.0,150,0,7.0,7.0,5.0,0,1,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0199572344975053,0.0,0.0225197808886183,0.0225197808886183,0.0,0.05410821643286572,0.4285714285714286,0.375
143,Wah Hong Cafe 華康茶餐廳,Below $50,476,13,2,Hong Kong Style,Yau Ma Tei,27,0,1.0,30.0,['Cash'],['0'],"4-min walk from Exit C, Yau Ma Tei MTR Station",3.0,3.0,3.0,3.0,3.0,15.0,0,KL,6.5,25,0,1.0,1.0,4.0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0085531004989308,0.0133333333333333,0.0158247108947048,0.0158247108947048,0.008771929824561403,0.028056112224448898,0.0,0.0
144,A Xing Fruit Tea & Rice Roll (Fou Wah Centre) 阿杏飯團 (富華中心),$51-100,481,68,0,Taiwan,Tsuen Wan,73,0,5.0,40.0,['Cash'],['0'],"1-min walk from Exit B2, Tsuen Wan MTR Station",4.0,4.0,4.0,4.0,4.0,20.0,0,NT,68.0,75,0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0477548111190306,0.0,0.0438222763237979,0.0438222763237979,0.043859649122807015,0.038076152304609215,0.0,0.0
145,紅葉冰室,$51-100,483,16,1,Hong Kong Style,North Point,19,0,1.0,40.0,"['AlipayHK', 'Alipay', 'Cash']",['Spot payment'],"5-min walk from Exit A, Fortress Hill MTR Station",4.0,4.0,4.0,4.0,4.0,20.0,0,HK,16.0,75,0,3.0,1.0,5.0,0,1,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0106913756236635,0.0066666666666666,0.0109555690809494,0.0109555690809494,0.008771929824561403,0.038076152304609215,0.14285714285714285,0.0
146,Men-taisho 麵大將,Below $50,484,6,0,Japanese,Kowloon Bay,9,0,1.0,51.0,"['Cash', 'Octopus']","['Alcoholic Drinks', '10% Service Charge']","Exit A, Kowloon Bay MTR Station",4.0,3.0,3.0,4.0,3.0,17.0,0,KL,6.0,25,0,2.0,2.0,5.0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0035637918745545,0.0,0.0048691418137553,0.0048691418137553,0.008771929824561403,0.049098196392785565,0.07142857142857142,0.0625
147,十三么車仔麵,Below $50,486,6,0,Hong Kong Style,Kowloon Bay,9,0,2.0,30.0,['Cash'],"['Wi-Fi', 'Alcoholic Drinks', 'May Bring Your Own Wine', 'Delivery', '10% Service Charge']","10-min walk from Exit B, Kowloon Bay MTR Station",4.0,3.0,4.0,4.0,4.0,19.0,0,KL,6.0,25,0,1.0,5.0,10.0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0035637918745545,0.0,0.0048691418137553,0.0048691418137553,0.017543859649122806,0.028056112224448898,0.0,0.25
148,The Point Lobby Lounge The Point 大堂酒吧,$101-200,488,14,1,Western,North Point,22,0,1.0,60.0,"['Visa', 'Master', 'AlipayHK', 'Alipay', 'Cash', 'Octopus', 'AE', 'UnionPay', 'WeChat Pay']","['Wi-Fi', 'Alcoholic Drinks', 'May Bring Your Own Wine', 'Cake-cutting', '10% Service Charge', 'TV Broadcast']","Exit C, Quarry Bay MTR Station",3.0,3.0,3.0,4.0,3.0,16.0,0,HK,14.0,150,0,9.0,6.0,5.0,0,0,0,0,0,1,1,0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0092658588738417,0.0066666666666666,0.0127814972611077,0.0127814972611077,0.008771929824561403,0.058116232464929855,0.5714285714285714,0.3125
149,One Bean Curd Pudding Specialist 一豆花,Below $50,488,5,2,Hong Kong Style,Yau Ma Tei,21,0,4.0,30.0,"['AlipayHK', 'Alipay', 'Cash', 'Octopus']",['Spot payment'],"2-min walk from Exit C, Yau Ma Tei MTR Station",3.0,3.0,3.0,3.0,3.0,15.0,0,KL,2.5,25,0,4.0,1.0,2.0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0028510334996436,0.0133333333333333,0.0121728545343883,0.0121728545343883,0.03508771929824561,0.028056112224448898,0.21428571428571427,0.0
150,La Casa Burger & Pasta (豐隆工業大廈),$201-400,492,20,1,International,Kowloon Bay,22,0,0.0,60.0,,,,4.0,4.0,4.0,4.0,3.0,19.0,0,KL,20.0,300,0,8.0,8.0,4.0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0135424091233072,0.0066666666666666,0.0127814972611077,0.0127814972611077,0.0,0.058116232464929855,0.5,0.4375
151,United Services Recreation Club 三軍會,$101-200,493,8,0,International,Yau Ma Tei,10,0,1.0,56.0,['Cash'],['Live Sports Broadcast'],"14-min walk from Exit B2, Hung Hom  MTR Station",4.0,4.0,3.0,4.0,3.0,18.0,0,KL,8.0,150,0,1.0,1.0,14.0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0049893086243763,0.0,0.0054777845404747,0.0054777845404747,0.008771929824561403,0.05410821643286572,0.0,0.0
152,凱日精品粤菜館,$101-200,493,11,0,Guangdong,Yau Ma Tei,12,0,2.0,56.0,"['Visa', 'Master', 'AlipayHK', 'Cash', 'Octopus', 'UnionPay', 'Apple Pay', 'Google Pay', 'WeChat Pay']","['Online Reservation', 'Wi-Fi', 'Alcoholic Drinks', 'May Bring Your Own Wine', 'Reward Dining Points', '10% Service Charge']","2-min walk from Exit C, Yau Ma Tei MTR Station",4.0,4.0,4.0,4.0,4.0,20.0,0,KL,11.0,150,0,9.0,6.0,2.0,1,0,0,0,0,0,0,1,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.007127583749109,0.0,0.0066950699939135,0.0066950699939135,0.017543859649122806,0.05410821643286572,0.5714285714285714,0.3125
153,小食皇大排檔,Below $50,497,19,1,Hong Kong Style,Kowloon Bay,22,0,1.0,30.0,['0'],['0'],"10-min walk from Exit A, Kowloon Bay MTR Station",4.0,3.0,4.0,3.0,4.0,18.0,0,KL,19.0,25,0,1.0,1.0,10.0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0128296507483962,0.0066666666666666,0.0127814972611077,0.0127814972611077,0.008771929824561403,0.028056112224448898,0.0,0.0
154,Kam Kee Cafe 金記冰室,$51-100,498,41,3,Hong Kong Style,Yuen Long,57,0,0.0,40.0,,,,4.0,4.0,3.0,4.0,3.0,17.5,0,NT,13.666666666666666,75,0,4.0,5.0,5.0,0,1,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0285103349964362,0.02,0.0340839926962872,0.0340839926962872,0.0,0.038076152304609215,0.21428571428571427,0.25
155,URBAN Bake n Take,Below $50,501,9,1,Western,Kowloon Bay,18,0,14.0,30.0,"['Visa', 'Master', 'Cash', 'Octopus', 'AE', 'UnionPay', 'JCB', 'Apple Pay', 'Google Pay']","['Alcoholic Drinks', 'Delivery', '10% Service Charge']","7-min walk from Exit B, Kowloon Bay MTR Station",4.0,3.0,3.0,3.0,3.0,16.0,0,KL,9.0,25,0,9.0,3.0,7.0,0,0,0,0,0,1,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0057020669992872,0.0066666666666666,0.01034692635423,0.01034692635423,0.12280701754385964,0.028056112224448898,0.5714285714285714,0.125
156,Chuen Fa Fish 川花烤魚,$101-200,502,63,2,Hong Kong Style,Tsuen Wan,69,0,1.0,56.0,['Cash'],"['Phone Reservation', 'Delivery', '10% Service Charge', 'Outdoor Seating']","6-min walk from Exit A, Tsuen Wan West MTR Station",4.0,4.0,4.0,4.0,4.0,20.0,0,NT,31.5,150,0,1.0,4.0,6.0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0441910192444761,0.0133333333333333,0.0413877054169202,0.0413877054169202,0.008771929824561403,0.05410821643286572,0.0,0.1875
157,Itamomo Cafe (Kai Yip Shopping Centre) 意樂餐廳 (啟業商場),$51-100,506,5,0,Hong Kong Style,Kowloon Bay,7,0,0.0,40.0,,,,4.0,4.0,3.0,4.0,3.0,17.5,0,KL,5.0,75,0,4.0,5.0,5.0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0028510334996436,0.0,0.0036518563603164,0.0036518563603164,0.0,0.038076152304609215,0.21428571428571427,0.25
158,Milk Cafe (Amoy Plaza) 牛奶冰室 (淘大花園),$51-100,509,3,2,Hong Kong Style,Kowloon Bay,9,0,25.0,40.0,"['Cash', 'Octopus']",['0'],"Exit B, Kowloon Bay MTR Station",3.0,3.0,3.0,3.0,3.0,15.0,0,KL,1.5,75,0,2.0,1.0,5.0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0014255167498218,0.0133333333333333,0.0048691418137553,0.0048691418137553,0.21929824561403508,0.038076152304609215,0.07142857142857142,0.0
159,Sushi Express 爭鮮迴轉壽司,$51-100,516,31,13,Japanese,Kowloon Bay,85,0,33.0,40.0,"['Visa', 'Master', 'AlipayHK', 'Alipay', 'Cash']","['10% Service Charge', 'Spot payment']","6-min walk from Exit A, Kowloon Bay MTR Station",3.0,3.0,3.0,3.0,3.0,15.0,0,KL,2.3846153846153846,75,0,5.0,2.0,6.0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0213827512473271,0.0866666666666666,0.0511259890444309,0.0511259890444309,0.2894736842105263,0.038076152304609215,0.2857142857142857,0.0625
160,Lok Yuen (Electric Road) 樂園魚旦專家 (電氣道),Below $50,522,41,1,Hong Kong Style,North Point,46,0,0.0,30.0,,,,3.0,3.0,3.0,3.0,3.0,15.0,0,HK,41.0,25,0,2.0,3.0,5.0,0,1,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0285103349964362,0.0066666666666666,0.0273889227023737,0.0273889227023737,0.0,0.028056112224448898,0.07142857142857142,0.125
161,旺旺烤活魚,$101-200,524,27,0,Guangdong,Yau Ma Tei,27,0,1.0,56.0,"['Visa', 'Master', 'AlipayHK', 'Cash', 'Octopus', 'UnionPay', 'Apple Pay', 'WeChat Pay']","['Online Reservation', 'Reward Dining Points']","2-min walk from Exit C, Yau Ma Tei MTR Station",4.0,4.0,4.0,4.0,4.0,20.0,0,KL,27.0,150,0,8.0,2.0,2.0,1,0,0,0,0,0,0,1,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0185317177476835,0.0,0.0158247108947048,0.0158247108947048,0.008771929824561403,0.05410821643286572,0.5,0.0625
162,Tao Heung Tea House (One Kowloon) 稻香.茶居 (壹號九龍),$101-200,524,10,3,Guangdong,Kowloon Bay,25,0,28.0,100.0,"['Visa', 'Master', 'Alipay', 'Cash', 'Octopus', 'AE', 'UnionPay', 'Apple Pay', 'Google Pay', 'WeChat Pay']","['Alcoholic Drinks', 'May Bring Your Own Wine', 'Cake-cutting', 'VIP Room', 'Phone Reservation', '10% Service Charge']","15-min walk from Exit A, Kowloon Bay MTR Station",3.0,3.0,3.0,3.0,3.0,15.0,0,KL,3.333333333333333,150,0,10.0,6.0,15.0,1,0,0,0,0,0,0,1,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0064148253741981,0.02,0.0146074254412659,0.0146074254412659,0.24561403508771928,0.09819639278557113,0.6428571428571428,0.3125
163,TOKEI CAFE 時計珈琲工房,Below $50,529,6,3,Japanese,Kowloon Bay,19,0,0.0,30.0,,,,3.0,3.0,3.0,3.0,3.0,15.0,0,KL,2.0,25,0,2.0,3.0,5.0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0035637918745545,0.02,0.0109555690809494,0.0109555690809494,0.0,0.028056112224448898,0.07142857142857142,0.125
164,The Farmhouse Deli餅店,$51-100,530,16,0,Western,North Point,21,0,1.0,28.0,"['Visa', 'Master', 'AlipayHK', 'Cash', 'Octopus', 'AE', 'UnionPay', 'JCB', 'WeChat Pay', 'Payme']","['Alcoholic Drinks', '10% Service Charge', 'TV Broadcast']","3-min walk from Exit A1, North Point MTR Station",4.0,4.0,4.0,4.0,4.0,20.0,0,HK,16.0,75,0,10.0,3.0,3.0,0,0,0,0,0,1,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0106913756236635,0.0,0.0121728545343883,0.0121728545343883,0.008771929824561403,0.026052104208416832,0.6428571428571428,0.125
165,Luna Cake,$51-100,539,13,0,Japanese,Kowloon Bay,18,0,9.0,40.0,"['Visa', 'Master', 'AlipayHK', 'Alipay', 'Cash', 'UnionPay', 'Apple Pay', 'Google Pay', 'WeChat Pay']",['Spot payment'],"9-min walk from Exit B, Kowloon Bay MTR Station",4.0,4.0,4.0,4.0,3.0,19.0,0,KL,13.0,75,0,9.0,1.0,9.0,0,0,0,1,0,0,0,1,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0085531004989308,0.0,0.01034692635423,0.01034692635423,0.07894736842105263,0.038076152304609215,0.5714285714285714,0.0
166,Genki Sushi 元気寿司,$101-200,542,15,1,Japanese,North Point,27,0,73.0,70.0,"['Visa', 'Master', 'Cash', 'Octopus', 'AE', 'UnionPay', 'JCB', 'Apple Pay', 'Google Pay']","['Wi-Fi', 'May Bring Your Own Wine', 'Kid-friendly', 'Parking', '10% Service Charge']","3-min walk from Exit A, Fortress Hill MTR Station",3.0,3.0,3.0,3.0,3.0,15.0,0,HK,15.0,150,0,9.0,5.0,3.0,0,0,0,1,0,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0099786172487526,0.0066666666666666,0.0158247108947048,0.0158247108947048,0.6403508771929824,0.06813627254509018,0.5714285714285714,0.25
167,麥香田Bakery,Below $50,543,7,3,Hong Kong Style,Yau Ma Tei,19,0,1.0,30.0,['Cash'],['0'],"6-min walk from Exit C, Yau Ma Tei MTR Station",3.0,3.0,3.0,3.0,4.0,16.0,0,KL,2.333333333333333,25,0,1.0,1.0,6.0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0042765502494654,0.02,0.0109555690809494,0.0109555690809494,0.008771929824561403,0.028056112224448898,0.0,0.0
